gesture,collector,source_dataset,session_dir,mmwave_frame_count,mmwave_energy_mean,mmwave_energy_std,mmwave_energy_min,mmwave_energy_max,mmwave_energy_first,mmwave_energy_last,mmwave_energy_delta,mmwave_point_count_mean,mmwave_point_count_std,mmwave_velocity_abs_mean,mmwave_velocity_std,mmwave_velocity_abs_max,imu_line_count,imu_record_count,imu_ax_mean,imu_ax_std,imu_ax_min,imu_ax_max,imu_ay_mean,imu_ay_std,imu_ay_min,imu_ay_max,imu_az_mean,imu_az_std,imu_az_min,imu_az_max,imu_gx_mean,imu_gx_std,imu_gx_min,imu_gx_max,imu_gy_mean,imu_gy_std,imu_gy_min,imu_gy_max,imu_gz_mean,imu_gz_std,imu_gz_min,imu_gz_max,imu_accel_mag_mean,imu_accel_mag_std,uwb_count,uwb_mean_cm,uwb_std_cm,uwb_min_cm,uwb_max_cm,uwb_median_cm,uwb_range_cm,uwb_q25_cm,uwb_q75_cm,uwb_iqr_cm,uwb_first_cm,uwb_last_cm,uwb_delta_cm,uwb_abs_delta_cm,uwb_mean_abs_step_cm,uwb_max_abs_step_cm,uwb_slope_cm_per_sample
two_arm_boxing,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_two_arm_boxing_002_seg000,30.0,595323.5666666667,99727.19009768043,411838.0,891026.0,558432.0,652964.0,94532.0,8.533333333333333,2.171532996653644,0.0,0.0,0.0,299.0,299.0,0.07674916387959868,0.5081785369095738,-1.371,0.852,-0.7169030100334448,0.3637857163896539,-2.154,-0.029,-0.64976254180602,0.2589897671076001,-1.46,-0.188,8.405752508361205,64.02108140735761,-140.17,180.85,3.373712374581938,86.81166658605883,-165.26,189.31,11.550936454849499,107.95589767710798,-182.65,240.24,1.1286941515040627,0.3546017559701484,149.0,58.147651006711406,17.641082211902717,15.0,107.0,55.0,92.0,45.0,71.0,26.0,48.0,41.0,-7.0,7.0,8.641891891891891,64.0,0.05985851623435504
two_arm_boxing,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_two_arm_boxing_002_seg001,30.0,624241.2666666667,90479.78702595527,401255.0,802454.0,796430.0,569782.0,-226648.0,8.8,1.9561867668161614,0.0,0.0,0.0,300.0,300.0,0.1649,0.536176435513535,-1.272,1.105,-0.7373133333333334,0.5091292519150274,-3.315,0.346,-0.5569066666666667,0.2633530797659716,-1.651,-0.098,8.714066666666666,87.4715978444559,-238.01,293.44,11.789000000000001,92.30816837636851,-323.28,213.32,-1.617800000000002,117.02318733122937,-209.39,183.57,1.1403153817836411,0.44351035696395547,150.0,57.12,13.293243982206517,36.0,103.0,55.0,67.0,46.0,66.0,20.0,41.0,70.0,29.0,29.0,5.778523489932886,44.0,0.06256278056802535
two_arm_boxing,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_two_arm_boxing_002_seg002,30.0,607973.0333333333,76903.8183046344,466221.0,760616.0,586937.0,532690.0,-54247.0,9.1,1.7953644012660308,0.0,0.0,0.0,301.0,301.0,0.15648504983388706,0.5298582183037904,-1.245,1.062,-0.7060199335548173,0.3616082656807411,-1.879,0.407,-0.5948837209302326,0.29421241750148536,-1.377,0.207,10.840398671096345,82.75271940312189,-471.54,213.54,-2.9009634551495003,75.14221116261686,-212.59,216.65,-1.002126245847175,95.35634127171747,-183.78,191.99,1.1391443238115733,0.27795644313220025,149.0,62.13422818791946,16.812823981856106,32.0,122.0,59.0,90.0,49.0,73.0,24.0,63.0,65.0,2.0,2.0,6.797297297297297,34.0,0.02541991656085575
two_arm_boxing,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_two_arm_boxing_003_seg000,30.0,626399.1,94710.12677721778,450839.0,793170.0,752947.0,696362.0,-56585.0,9.733333333333333,1.7876116903722563,0.0,0.0,0.0,300.0,300.0,0.1785233333333333,0.49382955506485793,-1.299,0.886,-0.7331833333333332,0.4247915289357305,-1.779,0.449,-0.5323333333333333,0.2185176931560056,-0.984,0.082,9.984066666666665,75.97908323652123,-206.43,295.27,-3.8889666666666685,96.22727993280053,-194.89,194.98,8.098933333333335,97.94290613173007,-185.49,236.43,1.1184519725398874,0.27191505742597033,150.0,51.586666666666666,16.5055153144088,24.0,107.0,49.0,83.0,38.25,62.75,24.5,46.0,70.0,24.0,24.0,7.422818791946309,77.0,0.09250188897284324
two_arm_boxing,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_two_arm_boxing_003_seg001,30.0,607821.6666666666,103618.3266851102,400134.0,788734.0,400134.0,590575.0,190441.0,8.733333333333333,1.6719914938645934,0.0,0.0,0.0,299.0,299.0,0.11383277591973247,0.36374893781543816,-0.806,0.673,-0.8289464882943144,0.2588827109060444,-1.425,-0.24,-0.5555886287625419,0.17260499108547828,-0.946,-0.039,10.060334448160535,57.606546020133415,-176.27,177.68,12.966856187290968,95.38532039736029,-148.17,178.78,-0.11966555183946707,83.41513928194694,-145.76,139.04,1.09663486067233,0.18790135394144597,150.0,55.913333333333334,13.748428423508306,29.0,96.0,55.5,67.0,45.0,66.0,21.0,69.0,40.0,-29.0,29.0,4.503355704697986,41.0,-0.004809102626783111
two_arm_boxing,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_two_arm_boxing_003_seg002,30.0,567395.3666666667,58615.05293948722,436846.0,659549.0,525630.0,496268.0,-29362.0,8.466666666666667,1.8208667044996885,0.0,0.0,0.0,301.0,301.0,0.017458471760797352,0.41606131644209,-1.093,0.646,-0.7768671096345514,0.2727440397951993,-1.475,-0.123,-0.5898305647840532,0.18144160953443159,-1.251,-0.162,0.4352159468438523,62.99227247104459,-248.73,131.41,5.97348837209302,91.97716682994654,-201.88,175.66,12.302591362126245,78.60409711745496,-113.25,155.98,1.0825910601747346,0.24523740294897795,150.0,51.68666666666667,13.91592042098944,21.0,91.0,49.0,70.0,41.25,57.75,16.5,44.0,83.0,39.0,39.0,4.852348993288591,37.0,-0.07046890972932106
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_001_seg000,30.0,339890.1666666667,24009.961327309316,300354.0,385881.0,353176.0,337613.0,-15563.0,1.2666666666666666,1.4360439485692011,0.0,0.0,0.0,300.0,300.0,0.11247666666666667,0.05709754334080894,-0.038,0.353,-0.9926433333333333,0.11007713714583162,-1.542,-0.672,0.117,0.12935844257978166,-0.328,0.613,5.508966666666667,46.88085226684297,-129.25,192.45,4.103633333333333,21.845886152749422,-45.53,84.6,1.2093333333333331,19.80284444776109,-62.26,49.71,1.0158335442432291,0.10896655629246621,145.0,70.48275862068965,1.897013179667294,67.0,76.0,70.0,9.0,69.0,72.0,3.0,69.0,73.0,4.0,4.0,1.5,6.0,0.01548181388757658
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_001_seg001,30.0,313192.23333333334,19017.41278176982,272358.0,374062.0,327987.0,286146.0,-41841.0,0.8666666666666667,1.359738536958076,0.0,0.0,0.0,300.0,300.0,0.10446333333333334,0.0585754953504924,-0.077,0.262,-0.9958600000000001,0.0914107965906289,-1.335,-0.705,0.10929666666666667,0.10238604391658508,-0.132,0.454,-1.5939999999999999,36.167517535306,-97.9,84.14,-2.216133333333333,20.407989163941544,-59.45,73.09,-0.41546666666666654,18.710157672119056,-74.01,43.15,1.0143215720408323,0.0895386052267288,150.0,68.70666666666666,1.781887494345699,64.0,73.0,69.0,9.0,68.0,70.0,2.0,71.0,67.0,-4.0,4.0,1.610738255033557,7.0,-9.955998044344532e-05
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_001_seg002,30.0,317768.13333333336,17778.683179083375,282501.0,354631.0,294008.0,298088.0,4080.0,2.066666666666667,1.7688665548562132,0.0,0.0,0.0,300.0,300.0,0.14678000000000002,0.07935644229256585,-0.085,0.423,-0.98201,0.10767901327556822,-1.296,-0.589,0.09231333333333333,0.13110375721372577,-0.328,0.642,1.0278333333333332,43.9870732561157,-140.42,158.97,-0.4914666666666668,31.88929517119429,-129.98,97.05,-1.267166666666666,21.22052904553094,-85.54,45.44,1.0086566223778404,0.11000903659848442,150.0,68.72666666666667,2.0428190374300903,63.0,75.0,69.0,12.0,67.0,70.0,3.0,68.0,66.0,-2.0,2.0,1.7181208053691275,8.0,0.006992310769367257
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_002_seg000,30.0,335055.63333333336,29636.826064299727,292131.0,413821.0,307845.0,318552.0,10707.0,2.6333333333333333,2.213343373471204,0.0,0.0,0.0,300.0,300.0,0.20055000000000003,0.07974560071460578,0.002,0.41,-0.9825266666666667,0.13129519903213857,-1.392,-0.698,-0.06507,0.15705953786170815,-0.509,0.325,2.2558333333333342,63.22196331159151,-258.06,173.65,2.6484666666666667,27.81878870443899,-98.21,53.47,1.7210666666666672,29.512430819270417,-75.72,73.79,1.0215926330836185,0.12011260839706281,150.0,69.38,2.178818102125015,64.0,75.0,69.0,11.0,68.0,71.0,3.0,68.0,73.0,5.0,5.0,1.3624161073825503,7.0,0.027394995333126088
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_002_seg001,30.0,337612.06666666665,27842.68543793065,296489.0,395925.0,381924.0,298804.0,-83120.0,1.7333333333333334,1.9310331143946984,0.0,0.0,0.0,300.0,300.0,0.24804333333333337,0.09794928001550372,-0.092,0.585,-0.9589366666666668,0.13079413591170244,-1.433,-0.322,-0.00038999999999999403,0.1750217259847093,-0.737,0.459,5.277433333333334,63.69250540222313,-239.14,232.76,-5.006833333333334,38.99124216588757,-149.14,75.62,-1.7844999999999998,23.9261047689896,-95.31,60.34,1.0117726641071372,0.12138791606064367,150.0,72.62666666666667,2.7282923997153454,67.0,77.0,73.0,10.0,70.0,75.0,5.0,74.0,67.0,-7.0,7.0,2.7181208053691277,8.0,-0.016864749544423574
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_002_seg002,30.0,341146.4,24716.124452942324,300773.0,391681.0,309037.0,358127.0,49090.0,1.6,1.7625738755203049,0.0,0.0,0.0,300.0,300.0,0.22379,0.08754853453941991,-0.186,0.471,-0.9705100000000001,0.11579825804677144,-1.379,-0.6,0.03106666666666668,0.16748134887868027,-0.44,0.439,0.9359333333333333,53.18607095341996,-159.67,134.71,-1.7473666666666672,31.8754507743115,-137.7,89.97,2.3814,16.58776107174604,-35.07,46.78,1.0150048538081369,0.10874692369253346,150.0,71.4,2.6546148243712895,65.0,77.0,71.0,12.0,69.0,73.0,4.0,67.0,68.0,1.0,1.0,2.422818791946309,10.0,0.01770389795102024
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_003_seg000,30.0,325479.3333333333,18580.191163949006,287089.0,373118.0,298644.0,318968.0,20324.0,2.433333333333333,1.5849991237291654,0.0,0.0,0.0,300.0,300.0,0.16994333333333334,0.08406921824042113,-0.054,0.443,-0.9767866666666669,0.12836277168850616,-1.284,-0.466,-0.09904666666666667,0.13680259922806862,-0.44,0.297,-3.2649333333333335,54.66464019512268,-181.68,142.83,0.23783333333333323,23.288582445171617,-53.41,70.96,-1.550733333333333,27.912096818325125,-66.47,50.45,1.0111010386276635,0.11286029573205436,150.0,69.25333333333333,2.55722864533444,61.0,74.0,69.0,13.0,68.0,71.0,3.0,71.0,65.0,-6.0,6.0,2.3087248322147653,10.0,-0.007915018445264066
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_003_seg001,30.0,328834.0333333333,23754.471221903095,295134.0,389582.0,334378.0,363291.0,28913.0,1.8666666666666667,1.564892612574067,0.0,0.0,0.0,300.0,300.0,0.22443666666666662,0.05205810204846974,0.065,0.366,-0.9669300000000001,0.08837721293787594,-1.251,-0.712,-0.09958333333333333,0.10348318569807476,-0.329,0.216,0.3971333333333335,39.254161432671346,-94.24,129.15,-0.8264666666666668,23.811501482453576,-73.4,54.93,-0.9102666666666667,15.45589147419916,-41.29,33.78,1.0047429492039286,0.08344600664496733,150.0,68.58666666666667,2.3607150170020272,62.0,75.0,69.0,13.0,68.0,70.0,2.0,66.0,67.0,1.0,1.0,2.140939597315436,9.0,-0.0015716254055732734
soli,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_soli_003_seg002,30.0,310889.2,17922.13831810628,286453.0,371536.0,345757.0,305112.0,-40645.0,0.8,1.3012814197295424,0.0,0.0,0.0,300.0,300.0,0.23916,0.06276964021988125,0.073,0.449,-0.9782300000000002,0.08203241493458546,-1.288,-0.766,0.0038166666666666653,0.1053201930094868,-0.265,0.299,-1.5155666666666674,45.15559303872433,-126.38,177.74,-0.5565666666666664,22.645360405144558,-73.46,64.18,0.4536000000000001,16.610822427160752,-53.53,48.83,1.0147905334203549,0.07815284136719013,150.0,67.92666666666666,1.6388597552991377,62.0,73.0,68.0,11.0,67.0,69.0,2.0,69.0,68.0,-1.0,1.0,1.2818791946308725,6.0,-0.013893950842259601
palm_up_down,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_palm_up_down_001_seg000,30.0,483286.93333333335,89468.76441527264,324299.0,694173.0,435225.0,394481.0,-40744.0,7.0,1.9148542155126762,0.0,0.0,0.0,301.0,301.0,0.06222591362126246,0.7642373581948936,-1.275,1.296,-0.05526910299003321,0.3396968513828097,-0.997,0.969,-0.6673189368770764,0.33693549261875805,-1.484,0.279,-3.5564784053156147,99.21862051065268,-327.83,352.4,31.821029900332228,284.66749219553117,-581.9,730.06,1.7003986710963452,80.11318507647087,-211.65,218.51,1.0788963339673847,0.31812296179961996,150.0,80.64666666666666,5.133305732224818,72.0,102.0,80.0,30.0,77.0,82.75,5.75,83.0,98.0,15.0,15.0,2.9731543624161074,15.0,0.027473221032045834
palm_up_down,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_palm_up_down_001_seg001,30.0,466125.63333333336,89065.39568223016,351412.0,765016.0,457787.0,404855.0,-52932.0,6.8,2.0066555924389884,0.0,0.0,0.0,299.0,299.0,0.06151839464882945,0.7508557362224508,-1.767,1.562,-0.1746722408026756,0.3375603396059909,-1.122,0.577,-0.663076923076923,0.3843165728882279,-1.678,0.244,20.86448160535117,108.62077197754961,-207.13,380.17,-19.211839464882946,272.64879326192687,-584.0,567.67,14.83307692307692,82.96563644465293,-154.33,316.02,1.0988049121212007,0.3033549460488493,150.0,80.18666666666667,3.3001660862550555,72.0,92.0,80.0,20.0,78.0,82.0,4.0,91.0,80.0,-11.0,11.0,2.4496644295302015,12.0,-0.03233921507622509
palm_up_down,student1,ian_periodic,/Users/ianba/Desktop/COSMOS/final project/Cosmos-Gesture-Recognition-/data/processed/ian_periodic/sessions/student1_palm_up_down_001_seg002,30.0,446643.6666666667,85312.28315794989,310354.0,624578.0,477163.0,494015.0,16852.0,6.966666666666667,2.483053675528492,0.0,0.0,0.0,300.0,300.0,-0.0009333333333333489,0.7717093119965718,-3.102,1.371,-0.21286333333333335,0.3508876999680794,-1.414,0.853,-0.6687166666666667,0.3797157573618573,-1.682,1.184,0.8972333333333343,110.13928009878623,-320.05,507.68,12.533933333333332,272.86548138083634,-752.19,657.46,4.882166666666667,93.96969136006331,-174.17,322.67,1.1140239869632227,0.3380616854025779,150.0,79.24,2.5028306122919113,72.0,84.0,79.0,12.0,78.0,81.0,3.0,79.0,78.0,-1.0,1.0,2.4496644295302015,11.0,0.0018596382061424098
